index,time_s,wavelength_nm,A_main_real,A_main_imag,A_aux_real,A_aux_imag,main_spectrum_db,aux_spectrum_db,param_wl_center_nm,param_FSR_main,param_FSR_aux,param_coupling_ring_bus,param_coupling_ring_ring,param_coupling_ring_drop,param_gamma,param_alpha_int_main,param_alpha_int_aux,param_beta_2,param_intensity_in,param_detuning_main,param_detuning_aux,param_detuning_step,param_nrt,param_n_per_step,param_n_small_time
65,-1.8639923e-12,1461.3379,-2.302732,1.9055823,-0.8292089,0.9887719,5.96034755862064,-1.836523207324742,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
66,-1.8542075e-12,1459.9174,-2.240451,1.6694607,-0.8179169,1.0982401,0.6099116625155467,-1.7249254401184935,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
67,-1.8444228e-12,1458.4996,-2.1421392,1.5766916,-0.86034644,1.1756117,-17.901249727145128,-2.0891488361091817,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
68,-1.8346381e-12,1457.0847,-2.043274,1.6192838,-0.9201015,1.1738328,-1.4783958918738023,-1.4098512431822776,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
69,-1.8248532e-12,1455.6724,-1.9436626,1.7212697,-0.97759193,1.1163198,4.22804193898784,-2.364842407572098,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
70,-1.8150685e-12,1454.263,-1.814848,1.870586,-1.056071,1.0415745,5.74631451504284,-4.512894184505647,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
71,-1.8052837e-12,1452.8562,-1.7055712,2.0982327,-1.1238528,0.9726495,6.43429370620623,-6.409330459195978,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
72,-1.795499e-12,1451.452,-1.7012907,2.3679528,-1.13327,0.9116822,6.482100940086227,-8.239335789715284,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
73,-1.7857143e-12,1450.0507,-1.8100235,2.58243,-1.1137651,0.85801995,5.490994203387505,-10.697296652369687,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
74,-1.7759296e-12,1448.6521,-1.9635711,2.7081628,-1.0978398,0.7960768,4.8572929352408565,-12.539671152565447,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
75,-1.7661448e-12,1447.2561,-2.0936472,2.7698138,-1.0497823,0.7210342,3.9038368776087076,-14.442571920122937,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
76,-1.75636e-12,1445.8628,-2.1896036,2.7764766,-0.9529775,0.7005584,2.745153221513842,-16.548720085366433,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
77,-1.7465753e-12,1444.4723,-2.2471013,2.7039907,-0.8738777,0.7892727,1.4031035128101053,-18.530593812168533,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
78,-1.7367906e-12,1443.0844,-2.2882206,2.5346467,-0.8571943,0.9046383,-0.09845740188924879,-20.632734759369725,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
79,-1.7270058e-12,1441.6991,-2.3250544,2.2792985,-0.8557164,0.9715995,-1.8701014996388636,-23.289862374560997,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
80,-1.7172211e-12,1440.3165,-2.327101,2.0018234,-0.83175987,1.0355641,-3.916869552822668,-25.31688332290757,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
81,-1.7074364e-12,1438.9365,-2.2502208,1.795778,-0.8234097,1.1240456,-6.5114303722379745,-28.164473414123506,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
82,-1.6976517e-12,1437.5592,-2.1097345,1.7333852,-0.8643021,1.1823976,-10.052919792735402,-31.63868189634546,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
83,-1.687867e-12,1436.1847,-1.973125,1.7843524,-0.92188066,1.1784912,-15.48758530759602,-36.33739741130863,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
84,-1.6780823e-12,1434.8126,-1.8602513,1.8721681,-0.9932025,1.1335561,-21.728882593193823,-45.99010850161635,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
85,-1.6682974e-12,1433.4431,-1.757172,1.9837844,-1.0749942,1.0746505,-19.56660581404053,-41.95297729362561,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
86,-1.6585127e-12,1432.0764,-1.689079,2.1712868,-1.1268196,1.015398,-16.072184475750376,-38.265595603813296,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
87,-1.6487279e-12,1430.7122,-1.7191476,2.4096096,-1.1093997,0.95295197,-14.336529356514028,-36.32994083431653,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
